Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
Computer Science and Information Systems (CSIS),CS,CS 15,1822,BOLANDHEMAT F,6.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,18
Computer Science and Information Systems (CSIS),CS,CS 15,1823,HOTSINPILLER S S,3.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,27
Computer Science and Information Systems (CSIS),CS,CS 17,1824,HAGHOO M,12.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,36
Computer Science and Information Systems (CSIS),CS,CS 17,1825,STAHL H A,14.0,7.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,37
Computer Science and Information Systems (CSIS),CS,CS 17,3539,STAHL H A,15.0,7.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,37
Computer Science and Information Systems (CSIS),CS,CS 19,1827,BOLANDHEMAT F,11.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,28
Computer Science and Information Systems (CSIS),CS,CS 20A,4056,NGUYEN L V,12.0,6.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,37
Computer Science and Information Systems (CSIS),CS,CS 20A,4057,VIDAL S R,11.0,9.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,38
Computer Science and Information Systems (CSIS),CS,CS 20A,4058,NGUYEN L V,5.0,8.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,38
Computer Science and Information Systems (CSIS),CS,CS 20B,4060,SU J C,6.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,20
Computer Science and Information Systems (CSIS),CS,CS 30,4062,BISHOP M S,9.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,27
Computer Science and Information Systems (CSIS),CS,CS 34A,4063,BISHOP M S,15.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,34
Computer Science and Information Systems (CSIS),CS,CS 40,1828,MORGAN D B,11.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,31
Computer Science and Information Systems (CSIS),CS,CS 42,1829,KURTZ K A,18.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,43
Computer Science and Information Systems (CSIS),CS,CS 42,1830,KURTZ K A,10.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,41
Computer Science and Information Systems (CSIS),CS,CS 42,3526,KURTZ K A,14.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,38
Computer Science and Information Systems (CSIS),CS,CS 50,1831,DEHKHODA A,19.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,38
Computer Science and Information Systems (CSIS),CS,CS 50,1832,DEHKHODA A,19.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,39
Computer Science and Information Systems (CSIS),CS,CS 50,1833,SU J C,10.0,8.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,36
Computer Science and Information Systems (CSIS),CS,CS 50,1834,HAGHOO M,7.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,33
Computer Science and Information Systems (CSIS),CS,CS 50,1836,DEHKHODA A,22.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,35
Computer Science and Information Systems (CSIS),CS,CS 50,1837,RATTANASOOK H,20.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,39
Computer Science and Information Systems (CSIS),CS,CS 50,4064,AMINI A,12.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,29
Computer Science and Information Systems (CSIS),CS,CS 50,4065,AMINI A,10.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,22
Computer Science and Information Systems (CSIS),CS,CS 52,1839,BISHOP M S,4.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,25
Computer Science and Information Systems (CSIS),CS,CS 52,1840,BISHOP M S,7.0,8.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,38
Computer Science and Information Systems (CSIS),CS,CS 52,1841,BISHOP M S,9.0,3.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,29
Computer Science and Information Systems (CSIS),CS,CS 52,1842,SMITH DA R,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,27
Computer Science and Information Systems (CSIS),CS,CS 52,1843,KOENIG P,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44
Computer Science and Information Systems (CSIS),CS,CS 53A,4067,DEHKHODA A,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17
Computer Science and Information Systems (CSIS),CS,CS 55,1844,DEHKHODA A,18.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,34
Computer Science and Information Systems (CSIS),CS,CS 55,1845,DEHKHODA A,13.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,34
Computer Science and Information Systems (CSIS),CS,CS 56,1846,DEHKHODA A,19.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,35
Computer Science and Information Systems (CSIS),CS,CS 56,1847,KALISCH N A,16.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36
Computer Science and Information Systems (CSIS),CS,CS 60,1848,SHARMA V D,10.0,3.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,10.0,35
Computer Science and Information Systems (CSIS),CS,CS 60,1849,SHARMA V D,13.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,33
Computer Science and Information Systems (CSIS),CS,CS 70,4068,MORGAN D B,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,40
Computer Science and Information Systems (CSIS),CS,CS 73A,1850,DARWICHE J,30.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39
Computer Science and Information Systems (CSIS),CS,CS 73B,1851,CORBIN S L,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16
Computer Science and Information Systems (CSIS),CS,CS 73C,1852,SENO V T,19.0,0.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,36
Computer Science and Information Systems (CSIS),CS,CS 73L,1853,DARWICHE J,16.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,36
Computer Science and Information Systems (CSIS),CS,CS 79A,1854,DABBAGH H,13.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,27
Computer Science and Information Systems (CSIS),CS,CS 79A,1855,KOL K T,13.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,28
Computer Science and Information Systems (CSIS),CS,CS 79B,1856,SAMPLEWALA M S,19.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,38
Computer Science and Information Systems (CSIS),CS,CS 79C,1857,SENO V T,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21
Computer Science and Information Systems (CSIS),CS,CS 79D,1858,SENO V T,21.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,31
Computer Science and Information Systems (CSIS),CS,CS 79E,1859,SENO V T,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,14
Computer Science and Information Systems (CSIS),CS,CS 79F,1860,SENO V T,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,11
Computer Science and Information Systems (CSIS),CS,CS 79Y,1861,KOL K T,9.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,17
Computer Science and Information Systems (CSIS),CS,CS 79Z,1862,KOL K T,13.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,20
Computer Science and Information Systems (CSIS),CS,CS 80,1863,BOLANDHEMAT F,24.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,40
Computer Science and Information Systems (CSIS),CS,CS 81,1865,WANG AN C,14.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,11.0,38
Computer Science and Information Systems (CSIS),CS,CS 83R,1866,STAHL H A,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,16
Computer Science and Information Systems (CSIS),CS,CS 85,1867,SENO V T,8.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,17
Computer Science and Information Systems (CSIS),CS,CS 87A,1868,KOENIG P,27.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38
Computer Science and Information Systems (CSIS),CS,CS 87A,1869,CORBIN S L,28.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,35
Computer Science and Information Systems (CSIS),CS,CS 87A,1870,WANG AN C,31.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,38
Computer Science and Information Systems (CSIS),CS,CS 87B,1871,DARWICHE J,11.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,33
Computer Science and Information Systems (CSIS),CS,CS 88A,1872,STAHL H A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1,3125,REED A M,15.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,27
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1A,3126,VYOR S J,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1B,3127,VYOR S J,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1C,3128,VYOR S J,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 9,3129,VYOR S J,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 20,3130,REED A M,21.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 21,3131,REED A M,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 23,3132,REED A M,17.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,27
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 24,3133,REED A M,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,27
Dance,DANCE,DANCE 2,1877,DOUGLAS JUDITH G,10.0,10.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,34
Dance,DANCE,DANCE 2,1878,SUSILOWATI S,19.0,8.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,42
Dance,DANCE,DANCE 2,1879,SUSILOWATI S,6.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,18
Dance,DANCE,DANCE 2,1881,SUSILOWATI S,13.0,8.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,39
Dance,DANCE,DANCE 2,3647,VAN WORMER V M,14.0,3.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,36
Dance,DANCE,DANCE 5,1882,DOUGLAS JUDITH G,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15
Dance,DANCE,DANCE 5,1884,LEE J Y,4.0,1.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,26
Dance,DANCE,DANCE 5,1885,DOUGLAS JUDITH G,5.0,8.0,6.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,11.0,41
Dance,DANCE,DANCE 5,3646,LEE J Y,4.0,4.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,30
Dance,DANCE,DANCE 10,1887,AYBAY OWENS S,4.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,16
Dance,DANCE,DANCE 11,1888,MORENO M O,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,16
Dance,DANCE,DANCE 11,4069,JORDAN A N,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5
Dance,DANCE,DANCE 12,1889,MORENO M O,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14
Dance,DANCE,DANCE 14,1890,MORENO M O,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11
Dance,DANCE,DANCE 15,1892,MORENO M O,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Dance,DANCE,DANCE 20,3648,CANELLIAS L M,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9
Dance,DANCE,DANCE 31,1898,GAYDOS S C,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15
Dance,DANCE,DANCE 31,4070,MOLNAR CY A,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12
Dance,DANCE,DANCE 33A,1900,VAN WORMER V M,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Dance,DANCE,DANCE 34A,1901,VAN WORMER V M,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dance,DANCE,DANCE 41,1902,MCDONALD K E,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12
Dance,DANCE,DANCE 43A,1905,MORENO M O,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10
Dance,DANCE,DANCE 44A,1906,MORENO M O,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Dance,DANCE,DANCE 55A,1907,LEE J Y,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Dance,DANCE,DANCE 57A,4071,RAMIREZ R V,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Dance,DANCE,DANCE 59A,3491,JESSWEIN J N,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
Dance,DANCE,DANCE 60,1908,VAN WORMER V M,5.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13
Dance,DANCE,DANCE 61,3606,VAN WORMER V M,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dance,DANCE,DANCE 88B,3687,LEE J Y,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,ANIM,ANIM 1,1133,KEESHEN J F,15.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36
Design Technology,ANIM,ANIM 1,4010,KEESHEN J F,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34
Design Technology,ANIM,ANIM 2,1134,KEESHEN J F,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21
Design Technology,ANIM,ANIM 2,1135,KEESHEN J F,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Design Technology,ANIM,ANIM 3,1136,FRIA C T,7.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,27
Design Technology,ANIM,ANIM 3,1137,FRIA C T,4.0,5.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,26
Design Technology,ANIM,ANIM 4,1138,KLAUTKY E K,9.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Design Technology,ANIM,ANIM 5,1139,POIRIER N P,31.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37
Design Technology,ANIM,ANIM 18,3571,MESSER J H,8.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,20
Design Technology,ANIM,ANIM 19,1140,MESSER J H,12.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,27
Design Technology,ANIM,ANIM 20,4011,KEESHEN J F,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20
Design Technology,ANIM,ANIM 21,1141,DAVIS J A,5.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,21
Design Technology,ANIM,ANIM 22,1142,DAVIS J A,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22
Design Technology,ANIM,ANIM 30,3677,HARLOW G,5.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,20
Design Technology,ANIM,ANIM 31,4013,WILLIAMS V J,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,18
Design Technology,ANIM,ANIM 32,4014,PHAN H N,7.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,18
Design Technology,ANIM,ANIM 35,1143,FRIA C T,7.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,19
Design Technology,ANIM,ANIM 37,4015,WILLIAMS V J,11.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,19
Design Technology,ANIM,ANIM 38,1144,FRIA C T,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17
Design Technology,ANIM,ANIM 41,1145,BROWN S S,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Design Technology,ANIM,ANIM 42,1146,KLAUTKY E K,10.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Design Technology,ANIM,ANIM 75,1147,NAGEL J G,7.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24
Design Technology,ARC,ARC 10,1175,CORDOVA S A,9.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,24
Design Technology,ARC,ARC 10,1176,CORDOVA S A,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,26
Design Technology,ARC,ARC 10,3620,CASTRO L C,1.0,1.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,21
Design Technology,ARC,ARC 11,1178,CAMBRON J,12.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,27
Design Technology,ARC,ARC 11,1179,CAMBRON J,9.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,25
Design Technology,ARC,ARC 11,3584,CAMBRON J,4.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,18
Design Technology,ARC,ARC 20,1181,CAMBRON J,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,19
Design Technology,ARC,ARC 21,1182,JACOBS R E,8.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,30
Design Technology,ARC,ARC 31,1183,CAMBRON J,14.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,25
Design Technology,ARC,ARC 51,4017,GONZALEZ ROJAS D,8.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,21
Design Technology,ARC,ARC 70,3544,CAMBRON J,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,16
Design Technology,DMPOST,DMPOST 1,4073,LOUIE W B,19.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,28
Design Technology,DMPOST,DMPOST 2,1910,JAVELOSA D A,11.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22
Design Technology,DMPOST,DMPOST 2,1911,JAVELOSA D A,11.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,27
Design Technology,DMPOST,DMPOST 3,1912,LOUIE W B,16.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,25
Design Technology,DMPOST,DMPOST 3,1913,LOUIE W B,14.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,28
Design Technology,DMPOST,DMPOST 3,4318,LOUIE W B,15.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22
Design Technology,DMPOST,DMPOST 4,1914,ABODE JR P J,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,16
Design Technology,DMPOST,DMPOST 22,4075,BEASLEY F,8.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,22
Design Technology,DMPOST,DMPOST 23,1915,PLATT H H,6.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,18
Design Technology,DMPOST,DMPOST 30,1916,LOUIE W B,7.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,24
Design Technology,DMPOST,DMPOST 31,1917,UZAN D,5.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,18
Design Technology,ET,ET 88A,2391,FRIA C T,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,ET,ET 88B,2392,FRIA C T,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,ET,ET 88C,2393,FRIA C T,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,GAME,GAME 1,2463,JAVELOSA D A,12.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,26
Design Technology,GAME,GAME 2,2462,JAVELOSA D A,10.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,23
Design Technology,GR DES,GR DES 18,2493,VRUWINK N R,14.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,22
Design Technology,GR DES,GR DES 18,2494,VRUWINK N R,14.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,25
Design Technology,GR DES,GR DES 18,4134,MACGILLIVRAY I J,12.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,22
Design Technology,GR DES,GR DES 31,2495,VRUWINK N R,13.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,25
Design Technology,GR DES,GR DES 31,2496,BADUEL Z M,9.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Design Technology,GR DES,GR DES 31,4135,BADUEL Z M,5.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,19
Design Technology,GR DES,GR DES 33,2498,VRUWINK N R,16.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,28
Design Technology,GR DES,GR DES 33,2499,VRUWINK N R,13.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,22
Design Technology,GR DES,GR DES 34,2500,MAZZARA E,11.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,24
Design Technology,GR DES,GR DES 35,2501,ROBINSON K C,8.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,22
Design Technology,GR DES,GR DES 35,2502,ROBINSON K C,10.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,23
Design Technology,GR DES,GR DES 38,2503,BADUEL Z M,5.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,20
Design Technology,GR DES,GR DES 38,4136,BADUEL Z M,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16
Design Technology,GR DES,GR DES 41,2504,DONON S G,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23
Design Technology,GR DES,GR DES 41,4137,DONON S G,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20
Design Technology,GR DES,GR DES 43,4138,TANAKA BONITA R,13.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,23
Design Technology,GR DES,GR DES 44,2505,TURNER L J,7.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25
Design Technology,GR DES,GR DES 50,2506,TANAKA BONITA R,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27
Design Technology,GR DES,GR DES 60,2508,JOHNSON L D,12.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,22
Design Technology,GR DES,GR DES 60,2509,JOHNSON L D,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20
Design Technology,GR DES,GR DES 61,2510,JOHNSON L D,15.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,22
Design Technology,GR DES,GR DES 61,2511,CHAN D J,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20
Design Technology,GR DES,GR DES 61,4139,VACARRA J W,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18
Design Technology,GR DES,GR DES 62,2512,PATEL B,6.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,16
Design Technology,GR DES,GR DES 62,2513,ANVARI S S,13.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Design Technology,GR DES,GR DES 64,2514,CHAN N R,14.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,22
Design Technology,GR DES,GR DES 64,2515,CHAN N R,13.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,20
Design Technology,GR DES,GR DES 65,2516,TORRES H,15.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,27
Design Technology,GR DES,GR DES 65,2517,TRIVIZA A,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14
Design Technology,GR DES,GR DES 66,2518,BESLER I H,15.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,30
Design Technology,GR DES,GR DES 66,4140,SAFIOULLINE M,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,16
Design Technology,GR DES,GR DES 67,2519,SAFIOULLINE M,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,14
