Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
Art,AHIS,AHIS 1,1072,MIHAYLOVICH K W,24.0,2.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,45
Art,AHIS,AHIS 1,1073,MENDOZA B,28.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,44
Art,AHIS,AHIS 1,1074,MEDVEDEV N,34.0,8.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,53
Art,AHIS,AHIS 1,1075,SIMMONS B B,32.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,42
Art,AHIS,AHIS 1,1076,SIMMONS B B,29.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,45
Art,AHIS,AHIS 1,1077,HESSER M,14.0,7.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,41
Art,AHIS,AHIS 1,1078,LEAPER L E,7.0,11.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,40
Art,AHIS,AHIS 1,1079,WASHINGTON T L,19.0,7.0,6.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,45
Art,AHIS,AHIS 1,1080,BLACKWOOD K,18.0,6.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Art,AHIS,AHIS 1,1081,MEYER W J,51.0,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,84
Art,AHIS,AHIS 1,1082,MEYER W J,54.0,6.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,6.0,82
Art,AHIS,AHIS 1,1083,LEZO A L,28.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,6.0,43
Art,AHIS,AHIS 1,1084,MENDOZA B,30.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,42
Art,AHIS,AHIS 1,1085,MAJSTOROVIC M,29.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,38
Art,AHIS,AHIS 1,1086,GREINER KA,8.0,4.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,39
Art,AHIS,AHIS 1,1087,MAJSTOROVIC M,30.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,42
Art,AHIS,AHIS 1,3663,BLACKWOOD K,10.0,6.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,30
Art,AHIS,AHIS 1,3701,WASHINGTON T L,15.0,7.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0,44
Art,AHIS,AHIS 1,3710,MEDVEDEV N,22.0,4.0,3.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,44
Art,AHIS,AHIS 2,1088,MIHAYLOVICH K W,14.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,30
Art,AHIS,AHIS 2,1089,MEDVEDEV N,27.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,45
Art,AHIS,AHIS 2,1090,DONAHUE N J,35.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,44
Art,AHIS,AHIS 2,1091,WACKS D E,6.0,11.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,33
Art,AHIS,AHIS 2,1092,DONAHUE N J,31.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,42
Art,AHIS,AHIS 2,1094,MEYER W J,17.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Art,AHIS,AHIS 2,1095,DONAHUE N J,21.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,37
Art,AHIS,AHIS 2,3675,DONAHUE N J,29.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,39
Art,AHIS,AHIS 2,3702,MAJSTOROVIC M,20.0,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,39
Art,AHIS,AHIS 3,1098,DONAHUE N J,36.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,45
Art,AHIS,AHIS 3,1099,DONAHUE N J,32.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,43
Art,AHIS,AHIS 5,1100,SIMMONS B B,22.0,5.0,2.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,4.0,48
Art,AHIS,AHIS 5,3586,SIMMONS B B,24.0,4.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,47
Art,AHIS,AHIS 6,1103,RODRIGUEZ K,15.0,5.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,41
Art,AHIS,AHIS 11,1104,RODRIGUEZ K,30.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Art,AHIS,AHIS 11,1105,THAYER J,20.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,36
Art,AHIS,AHIS 11,1107,AHMADPOUR A,9.0,3.0,6.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,37
Art,AHIS,AHIS 11,1108,RODRIGUEZ K,23.0,6.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,42
Art,AHIS,AHIS 11,1109,RODRIGUEZ K,22.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,39
Art,AHIS,AHIS 17,1110,LEE O,18.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,31
Art,AHIS,AHIS 17,3587,LEE O,10.0,8.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,3.0,38
Art,AHIS,AHIS 18,1111,SIMMONS B B,36.0,3.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,52
Art,AHIS,AHIS 18,1112,SIMMONS B B,18.0,6.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,41
Art,AHIS,AHIS 18,3588,SIMMONS B B,22.0,2.0,3.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,3.0,45
Art,AHIS,AHIS 18,3681,RODRIGUEZ K,18.0,5.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,41
Art,AHIS,AHIS 21,1113,ROCCHIO M P,31.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,43
Art,AHIS,AHIS 21,3543,ROCCHIO M P,16.0,4.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,40
Art,AHIS,AHIS 22,1114,ROCCHIO M P,32.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,48
Art,AHIS,AHIS 52,1115,DASTIN E R,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Art,AHIS,AHIS 52,1116,DASTIN E R,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11
Art,AHIS,AHIS 72,1117,RODRIGUEZ K,23.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,36
Art,AHIS,AHIS 72,1118,RODRIGUEZ K,16.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,33
Art,AHIS,AHIS 90A,1119,MEYER W J,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Art,ART,ART 10A,1185,MITCHELL R,14.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,28
Art,ART,ART 10A,1186,GARCIA K F,15.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,30
Art,ART,ART 10A,1188,MITCHELL R,9.0,2.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,8.0,31
Art,ART,ART 10A,1189,MIYANO E,10.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,30
Art,ART,ART 10A,1190,WHEAT N R,23.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,30
Art,ART,ART 10A,1191,WHEAT N R,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Art,ART,ART 10A,1192,KARLSEN A M,13.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,27
Art,ART,ART 10A,1193,KARLSEN A M,9.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,26
Art,ART,ART 10A,1194,KARLSEN A M,6.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,27
Art,ART,ART 10A,1195,ARUTIAN C L,7.0,2.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,24
Art,ART,ART 10A,1196,SHIBATA J M,11.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,25
Art,ART,ART 10A,1197,GONZALES L,10.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,25
Art,ART,ART 10A,3665,GARCIA K F,4.0,2.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,22
Art,ART,ART 10A,3676,JAMES N M,7.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,22
Art,ART,ART 10A,3697,ARUTIAN C L,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,17
Art,ART,ART 10B,1198,MIYANO E,15.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26
Art,ART,ART 10B,1199,BADGER C P,12.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,19
Art,ART,ART 10B,1200,BADGER C P,16.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Art,ART,ART 10B,1201,BADGER C P,15.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21
Art,ART,ART 10C,1202,BADGER C P,13.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,24
Art,ART,ART 13,1203,HATTON C,11.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,22
Art,ART,ART 13,1204,BROMBERG T L,16.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,30
Art,ART,ART 13,3536,SILVER E M,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20
Art,ART,ART 17A,1207,JOLLER G,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,14
Art,ART,ART 20A,1208,BURCHMAN J H,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19
Art,ART,ART 20A,1209,OTA N T,10.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,27
Art,ART,ART 20A,1211,HATTON C,11.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,26
Art,ART,ART 20A,1212,ZARCONE J,5.0,4.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,22
Art,ART,ART 20A,1213,BURCHMAN J H,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21
Art,ART,ART 20A,1214,FRANTZ R,19.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Art,ART,ART 20A,1215,MAMMARELLA C J,4.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,24
Art,ART,ART 20A,1216,VICICH G M,5.0,5.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,22
Art,ART,ART 20A,1217,HATTON C,11.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,27
Art,ART,ART 20A,1218,VICICH G M,7.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,22
Art,ART,ART 20A,3664,SILVER E M,14.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,23
Art,ART,ART 20A,3691,SILVER E M,8.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,21
Art,ART,ART 20A,3698,SIMON D L,5.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,21
Art,ART,ART 20A,3707,FRANTZ R,5.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,27
Art,ART,ART 20B,1219,MAMMARELLA C J,11.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,25
Art,ART,ART 20B,1220,HATTON C,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24
Art,ART,ART 20B,1221,KARLSEN A M,10.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,27
Art,ART,ART 21A,1222,TRUJILLO M E,10.0,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Art,ART,ART 21A,1223,TRUJILLO M E,11.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Art,ART,ART 21A,3540,KOMPANEYETS M,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21
Art,ART,ART 21A,4019,KOMPANEYETS M,8.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,20
Art,ART,ART 21B,1224,TRUJILLO M E,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,19
Art,ART,ART 30A,1225,AARONS R R,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,21
Art,ART,ART 30A,1226,SHIBATA J M,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,25
Art,ART,ART 30A,3541,AARONS R R,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,20
Art,ART,ART 30B,1227,AARONS R R,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
Art,ART,ART 30B,3542,AARONS R R,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Art,ART,ART 30C,1228,OTA N T,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15
Art,ART,ART 31,1229,HATTON C,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,15
Art,ART,ART 31,1230,TRUJILLO M E,14.0,4.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,28
Art,ART,ART 31,1231,ZARCONE J,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13
Art,ART,ART 32,1232,HATTON C,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Art,ART,ART 32,1233,ZARCONE J,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7
Art,ART,ART 34A,1234,BADGER C P,15.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,26
Art,ART,ART 40A,1235,BROMBERG T L,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17
Art,ART,ART 40A,1236,PITURRO D,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15
Art,ART,ART 40A,3533,SILVER E M,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,18
Art,ART,ART 40B,1237,BROMBERG T L,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Art,ART,ART 40B,1238,PITURRO D,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5
Art,ART,ART 40C,1239,PITURRO D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Art,ART,ART 40C,3535,SILVER E M,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Art,ART,ART 52A,1242,GONZALES L,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,21
Art,ART,ART 52A,1243,GONZALES L,13.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Art,ART,ART 52A,3532,SILVER E M,14.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,22
Art,ART,ART 52A,3666,FRANTZ R,8.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,24
Art,ART,ART 60,1244,THOMASON M M,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14
Art,ART,ART 74,1245,BADGER C P,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,19
Art,ART,ART 75,1246,PITURRO D,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9
Art,ARTS,ARTS 88A,1247,MEYER W J,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
Art,PHOTO,PHOTO 52,3198,DASTIN E R,21.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,37
Art,PHOTO,PHOTO 52,3199,DASTIN E R,13.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,28
Business,ACCTG,ACCTG 1,1001,KNIGHT R B,14.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,42
Business,ACCTG,ACCTG 1,1002,PLATZ W A,11.0,11.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,40
Business,ACCTG,ACCTG 1,1003,BROOKINS G T,6.0,12.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,44
Business,ACCTG,ACCTG 1,1004,LOPEZ EN,23.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,41
Business,ACCTG,ACCTG 1,1005,TRIPPETTI V J,11.0,9.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,41
Business,ACCTG,ACCTG 1,1006,RUBIO C,6.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,31
Business,ACCTG,ACCTG 1,1007,LOPEZ EN,19.0,9.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,46
Business,ACCTG,ACCTG 1,1008,PLATZ W A,17.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,41
Business,ACCTG,ACCTG 1,1009,MAIER L S,10.0,8.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,40
Business,ACCTG,ACCTG 1,1010,MAIER L S,15.0,9.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,38
Business,ACCTG,ACCTG 1,1011,BROOKINS G T,13.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,32
Business,ACCTG,ACCTG 1,1012,BROOKINS G T,6.0,11.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,33
Business,ACCTG,ACCTG 1,1013,FITZGERALD R L,9.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,37
Business,ACCTG,ACCTG 1,1014,FITZGERALD R L,6.0,6.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,33
Business,ACCTG,ACCTG 1,1015,HAIG J S,17.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,40
Business,ACCTG,ACCTG 1,1016,HAIG J S,7.0,8.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,31
Business,ACCTG,ACCTG 1,1017,ANDRE J M,10.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,40
Business,ACCTG,ACCTG 1,4001,KNIGHT R B,6.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,39
Business,ACCTG,ACCTG 2,1019,BROOKINS G T,16.0,7.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,34
Business,ACCTG,ACCTG 2,1021,TRIPPETTI V J,23.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40
Business,ACCTG,ACCTG 2,1022,LU M,11.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31
Business,ACCTG,ACCTG 2,1023,STEINBERGER E K,25.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,38
Business,ACCTG,ACCTG 2,1024,STEINBERGER E K,19.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,31
Business,ACCTG,ACCTG 2,1025,HUANG AI M,34.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42
Business,ACCTG,ACCTG 2,1026,HUANG AI M,31.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39
Business,ACCTG,ACCTG 2,1027,HUANG AI M,31.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,39
Business,ACCTG,ACCTG 2,1028,KIM J S,11.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,26
Business,ACCTG,ACCTG 2,1029,DANIEL C,5.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,21
Business,ACCTG,ACCTG 6,1031,HANSON M P,11.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16
Business,ACCTG,ACCTG 7,1032,HANSON M P,8.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,19
Business,ACCTG,ACCTG 9,1033,HUANG AI M,17.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28
Business,ACCTG,ACCTG 9,1034,KIM J S,18.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,28
Business,ACCTG,ACCTG 9,1035,HUANG AI M,12.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,27
Business,ACCTG,ACCTG 10A,1036,LU M,16.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26
Business,ACCTG,ACCTG 10A,1038,LU M,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,17
Business,ACCTG,ACCTG 10B,1039,LU M,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21
Business,ACCTG,ACCTG 10B,1040,LU M,17.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,28
Business,ACCTG,ACCTG 10C,1041,HANSON M P,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25
Business,ACCTG,ACCTG 11,1042,CARBALLO P S,8.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,21
Business,ACCTG,ACCTG 12,1043,STEINBERGER E K,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24
Business,ACCTG,ACCTG 12,1044,STEINBERGER E K,20.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,29
Business,ACCTG,ACCTG 15,1045,RUBIO C,8.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,30
Business,ACCTG,ACCTG 15,3579,RUBIO C,4.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,29
Business,ACCTG,ACCTG 16,1046,RUBIO C,2.0,14.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,30
Business,ACCTG,ACCTG 17,4002,RUBIO C,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,14
Business,ACCTG,ACCTG 21,1047,RESNICK W J,20.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,33
Business,ACCTG,ACCTG 21,1048,RESNICK W J,25.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35
Business,ACCTG,ACCTG 21,1049,RESNICK W J,22.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,38
Business,ACCTG,ACCTG 22,1050,LOPEZ EN,5.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,25
Business,ACCTG,ACCTG 23,1051,LOPEZ EN,15.0,5.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,36
Business,ACCTG,ACCTG 31A,1052,VALDIVIA O,18.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,37
Business,ACCTG,ACCTG 31B,1053,VALDIVIA O,15.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,30
Business,ACCTG,ACCTG 45,1054,MACIAS J F,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6
Business,ACCTG,ACCTG 45,1055,LAMARRA F,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12
Business,ACCTG,ACCTG 45,1056,RESNICK W J,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17
Business,ACCTG,ACCTG 45,1057,RESNICK W J,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
Business,ACCTG,ACCTG 45,1058,RESNICK W J,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Business,ACCTG,ACCTG 45,1059,ARAKELIAN A,15.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18
Business,ACCTG,ACCTG 45,1060,ARAKELIAN A,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,12
Business,ACCTG,ACCTG 45,1061,ARAKELIAN A,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Business,AD JUS,AD JUS 1,1062,KHALIL N,4.0,8.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,38
Business,AD JUS,AD JUS 1,1063,KHALIL N,6.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36
Business,AD JUS,AD JUS 1,1064,JUNGHAHN L A,8.0,11.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,36
Business,AD JUS,AD JUS 1,1065,ROBERTS C E,8.0,6.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,38
Business,AD JUS,AD JUS 1,1066,ROBERTS C E,4.0,8.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,29
Business,AD JUS,AD JUS 1,4003,POLIN M W,19.0,3.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,43
Business,AD JUS,AD JUS 2,1067,JUNGHAHN L A,8.0,9.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,32
